"",1599011163.2700176,"2020-09-02T01:46:03.000Z 2020-09-02T01:46:03.000Z","24.986643833 ","121.235451667 ","crv_2017",0.86,"0",0,0.21,0.88,0.4,0.23,""
"",1599011163.8453367,"2020-09-02T01:46:03.000Z 2020-09-02T01:46:03.000Z","24.986643833 ","121.235451667 ","crv_2017",0.88,"0",0,0.25,0.89,0.36,0.23,""
"",1599011164.3976796,"2020-09-02T01:46:04.000Z 2020-09-02T01:46:04.000Z","24.986607167 ","121.235419167 ","crv_2017",0.94,"0",0,0.32,0.89,0.29,0.22,""
"",1599011164.9686272,"2020-09-02T01:46:04.000Z 2020-09-02T01:46:04.000Z","24.986607167 ","121.235419167 ","crv_2017",0.9,"0",0,0.35,0.89,0.27,0.21,""
"",1599011165.5576644,"2020-09-02T01:46:05.000Z 2020-09-02T01:46:05.000Z","24.986571333 ","121.235386 ","crv_2017",0.93,"0",0,0.37,0.89,0.25,0.21,""
"",1599011166.16508,"2020-09-02T01:46:06.000Z 2020-09-02T01:46:06.000Z","24.986530833 ","121.23535 ","crv_2017",0.93,"0",0,0.41,0.89,0.23,0.2,""
"",1599011166.7691288,"2020-09-02T01:46:06.000Z 2020-09-02T01:46:06.000Z","24.986530833 ","121.23535 ","crv_2017",0.92,"0",0,0.43,0.89,0.21,0.2,""
"",1599011167.7690456,"2020-09-02T01:46:07.000Z 2020-09-02T01:46:07.000Z","24.986487833 ","121.235312333 ","crv_2017",0.87,"0",0,0.47,0.89,0.18,0.2,""
"",1599011168.4133234,"2020-09-02T01:46:08.000Z 2020-09-02T01:46:08.000Z","24.9864395 ","121.235269833 ","crv_2017",0.83,"0",0,0.49,0.89,0.17,0.2,""
"",1599011180.8683784,"2020-09-02T01:46:20.000Z 2020-09-02T01:46:20.000Z","24.985729 ","121.234566 ","crv_2017",0.87,"0",0,0.55,0.89,0.16,0.19,""
"",1599011186.8691316,"2020-09-02T01:46:26.000Z 2020-09-02T01:46:26.000Z","24.985331833 ","121.234161 ","crv_2017",0.87,"0",0,0.54,0.89,0.16,0.19,""
"",1599011187.5099921,"2020-09-02T01:46:27.000Z 2020-09-02T01:46:27.000Z","24.985262167 ","121.234087 ","crv_2017",0.83,"0",0,0.54,0.89,0.16,0.19,""
"",1599011201.6163101,"2020-09-02T01:46:41.000Z 2020-09-02T01:46:41.000Z","24.984068833 ","121.232751833 ","crv_2017",0.82,"0",0,0.54,0.89,0.15,0.19,""
"",1599011204.076925,"2020-09-02T01:46:44.000Z 2020-09-02T01:46:44.000Z","24.9838255 ","121.232467667 ","crv_2017",0.85,"0",0,0.52,0.89,0.17,0.2,""
"",1599011208.9806032,"2020-09-02T01:46:48.000Z 2020-09-02T01:46:48.000Z","24.983549167 ","121.2321475 ","crv_2017",0.9,"0",0,0.55,0.88,0.18,0.2,""
"",1599011209.619291,"2020-09-02T01:46:49.000Z 2020-09-02T01:46:49.000Z","24.983485 ","121.232074667 ","crv_2017",0.92,"0",0,0.56,0.88,0.18,0.21,""
"",1599011210.4569132,"2020-09-02T01:46:50.000Z 2020-09-02T01:46:50.000Z","24.9834295 ","121.232010667 ","crv_2017",0.86,"0",0,0.56,0.88,0.18,0.2,""
"",1599011211.0888858,"2020-09-02T01:46:51.000Z 2020-09-02T01:46:51.000Z","24.983378333 ","121.231950667 ","crv_2017",0.82,"0",0,0.55,0.88,0.18,0.2,""
"",1599011211.526057,"2020-09-02T01:46:51.000Z 2020-09-02T01:46:51.000Z","24.983378333 ","121.231950667 ","crv_2017",0.87,"0",0,0.55,0.89,0.18,0.2,""
"",1599011212.1653414,"2020-09-02T01:46:52.000Z 2020-09-02T01:46:52.000Z","24.9833285 ","121.2318915 ","crv_2017",0.88,"0",0,0.55,0.88,0.18,0.2,""
"",1599011212.8052354,"2020-09-02T01:46:52.000Z 2020-09-02T01:46:52.000Z","24.9833285 ","121.2318915 ","crv_2017",0.89,"0",0,0.55,0.88,0.18,0.2,""
