"",1599009605.78452,"2020-09-02T01:20:05.000Z 2020-09-02T01:20:05.000Z","24.861257333 ","121.011177333 ","altis_2014",0.83,"0",0,0.17,0.74,0.33,0.21,""
"",1599009607.5962956,"2020-09-02T01:20:07.000Z 2020-09-02T01:20:07.000Z","24.861716333 ","121.011335 ","altis_2014",0.87,"0",0,0.21,0.74,0.28,0.19,""
"",1599009608.2048976,"2020-09-02T01:20:08.000Z 2020-09-02T01:20:08.000Z","24.861942333 ","121.01142 ","altis_2014",0.91,"0",0,0.25,0.73,0.24,0.17,""
"",1599009608.5758014,"2020-09-02T01:20:08.000Z 2020-09-02T01:20:08.000Z","24.861942333 ","121.01142 ","altis_2014",0.92,"0",0,0.28,0.73,0.22,0.17,""
"",1599009608.9453464,"2020-09-02T01:20:08.000Z 2020-09-02T01:20:08.000Z","24.861942333 ","121.01142 ","altis_2014",0.91,"0",0,0.3,0.73,0.2,0.16,""
"",1599009609.316224,"2020-09-02T01:20:09.000Z 2020-09-02T01:20:09.000Z","24.862168 ","121.011505833 ","altis_2014",0.92,"0",0,0.33,0.73,0.19,0.15,""
"",1599009609.7572436,"2020-09-02T01:20:09.000Z 2020-09-02T01:20:09.000Z","24.862168 ","121.011505833 ","altis_2014",0.9,"0",0,0.35,0.73,0.17,0.15,""
"",1599009610.1504202,"2020-09-02T01:20:10.000Z 2020-09-02T01:20:10.000Z","24.8623965 ","121.011591833 ","altis_2014",0.9,"0",0,0.38,0.72,0.16,0.14,""
"",1599009610.5481222,"2020-09-02T01:20:10.000Z 2020-09-02T01:20:10.000Z","24.8623965 ","121.011591833 ","altis_2014",0.91,"0",0,0.41,0.72,0.15,0.14,""
"",1599009610.9457374,"2020-09-02T01:20:10.000Z 2020-09-02T01:20:10.000Z","24.8623965 ","121.011591833 ","altis_2014",0.91,"0",0,0.44,0.72,0.13,0.13,""
"",1599009611.379481,"2020-09-02T01:20:11.000Z 2020-09-02T01:20:11.000Z","24.862625833 ","121.011680833 ","altis_2014",0.9,"0",0,0.46,0.71,0.12,0.12,""
"",1599009611.789759,"2020-09-02T01:20:11.000Z 2020-09-02T01:20:11.000Z","24.862625833 ","121.011680833 ","altis_2014",0.92,"0",0,0.49,0.71,0.12,0.12,""
"",1599009612.2043183,"2020-09-02T01:20:12.000Z 2020-09-02T01:20:12.000Z","24.862856167 ","121.011774667 ","altis_2014",0.92,"0",0,0.5,0.71,0.11,0.11,""
"",1599009612.615838,"2020-09-02T01:20:12.000Z 2020-09-02T01:20:12.000Z","24.862856167 ","121.011774667 ","altis_2014",0.91,"0",0,0.52,0.71,0.1,0.11,""
"",1599009613.0634346,"2020-09-02T01:20:13.000Z 2020-09-02T01:20:13.000Z","24.863084167 ","121.011874 ","altis_2014",0.88,"0",0,0.53,0.71,0.1,0.11,""
"",1599009614.4850132,"2020-09-02T01:20:14.000Z 2020-09-02T01:20:14.000Z","24.863309167 ","121.011974833 ","altis_2014",0.86,"0",0,0.55,0.71,0.08,0.09,""
"",1599009615.3176076,"2020-09-02T01:20:15.000Z 2020-09-02T01:20:15.000Z","24.863540667 ","121.01209 ","altis_2014",0.84,"0",0,0.54,0.71,0.08,0.09,""
"",1599009615.7554033,"2020-09-02T01:20:15.000Z 2020-09-02T01:20:15.000Z","24.863540667 ","121.01209 ","altis_2014",0.83,"0",0,0.54,0.7,0.08,0.09,""
"",1599010886.5416594,"2020-09-02T01:41:26.000Z 2020-09-02T01:41:26.000Z","24.993029667 ","121.233873167 ","altis_2014",0.93,"0",0,0.27,0.92,0.17,0.16,""
"",1599010886.9431524,"2020-09-02T01:41:26.000Z 2020-09-02T01:41:26.000Z","24.993029667 ","121.233873167 ","altis_2014",0.88,"0",0,0.15,0.91,0.26,0.19,""
"",1599011576.0446198,"2020-09-02T01:52:56.000Z 2020-09-02T01:52:56.000Z","24.957226 ","121.1965715 ","altis_2014",0.82,"0",0,0.7,0.89,0.15,0.13,""
