"",1599011016.439503,"2020-09-02T01:43:36.000Z 2020-09-02T01:43:36.000Z","24.996349 ","121.231834667 ","yaris_2006",0.92,"0",0,0.46,0.89,0.12,0.15,""
"",1599011045.3515706,"2020-09-02T01:44:05.000Z 2020-09-02T01:44:05.000Z","24.9930065 ","121.233731333 ","yaris_2006",0.84,"0",0,0.53,0.89,0.12,0.16,""
"",1599011045.814765,"2020-09-02T01:44:05.000Z 2020-09-02T01:44:05.000Z","24.9930065 ","121.233731333 ","yaris_2006",0.82,"0",0,0.56,0.89,0.12,0.15,""
"",1599011046.2730508,"2020-09-02T01:44:06.000Z 2020-09-02T01:44:06.000Z","24.992903667 ","121.2337885 ","yaris_2006",0.83,"0",0,0.58,0.89,0.12,0.15,""
"",1599011046.732198,"2020-09-02T01:44:06.000Z 2020-09-02T01:44:06.000Z","24.992903667 ","121.2337885 ","yaris_2006",0.85,"0",0,0.58,0.88,0.12,0.15,""
"",1599011047.1874964,"2020-09-02T01:44:07.000Z 2020-09-02T01:44:07.000Z","24.992802333 ","121.233842 ","yaris_2006",0.82,"0",0,0.58,0.88,0.12,0.14,""
"",1599011048.4570856,"2020-09-02T01:44:08.000Z 2020-09-02T01:44:08.000Z","24.992694167 ","121.233880333 ","yaris_2006",0.82,"0",0,0.55,0.89,0.12,0.16,""
"",1599011048.9134045,"2020-09-02T01:44:08.000Z 2020-09-02T01:44:08.000Z","24.992694167 ","121.233880333 ","yaris_2006",0.86,"0",0,0.55,0.89,0.12,0.16,""
"",1599011049.3624716,"2020-09-02T01:44:09.000Z 2020-09-02T01:44:09.000Z","24.992600667 ","121.233941 ","yaris_2006",0.9,"0",0,0.55,0.89,0.12,0.16,""
"",1599011049.8176668,"2020-09-02T01:44:09.000Z 2020-09-02T01:44:09.000Z","24.992600667 ","121.233941 ","yaris_2006",0.87,"0",0,0.55,0.89,0.12,0.16,""
"",1599011050.2706673,"2020-09-02T01:44:10.000Z 2020-09-02T01:44:10.000Z","24.992501 ","121.23399 ","yaris_2006",0.84,"0",0,0.55,0.89,0.12,0.16,""
"",1599011050.7258496,"2020-09-02T01:44:10.000Z 2020-09-02T01:44:10.000Z","24.992501 ","121.23399 ","yaris_2006",0.88,"0",0,0.55,0.88,0.12,0.15,""
"",1599011051.1795504,"2020-09-02T01:44:11.000Z 2020-09-02T01:44:11.000Z","24.992403167 ","121.234039167 ","yaris_2006",0.83,"0",0,0.55,0.89,0.11,0.15,""
"",1599011051.634338,"2020-09-02T01:44:11.000Z 2020-09-02T01:44:11.000Z","24.992403167 ","121.234039167 ","yaris_2006",0.84,"0",0,0.55,0.89,0.11,0.14,""
"",1599011056.4788256,"2020-09-02T01:44:16.000Z 2020-09-02T01:44:16.000Z","24.991882333 ","121.2342675 ","yaris_2006",0.82,"0",0,0.6,0.88,0.11,0.13,""
"",1599011057.3376443,"2020-09-02T01:44:17.000Z 2020-09-02T01:44:17.000Z","24.991774667 ","121.2343115 ","yaris_2006",0.85,"0",0,0.6,0.88,0.11,0.14,""
